sale_id,date,vehicle_type,state,industry,unit_price,units_sold,revenue
796,2024-05-21,Medium Duty Truck,WA,Mining,203000.0,1,203000
797,2024-05-22,Bus,SA,Logistics,268634.0,1,268634
798,2024-05-23,Medium Duty Truck,QLD,Construction,125063.0,2,250126
799,2024-05-24,Light Commercial,SA,,297793.0,3,893379
800,2024-05-25,Light Commercial,VIC,Logistics,248117.0,5,1240585
801,2024-05-26,Light Commercial,NSW,Government,399262.0,5,1996310
802,2024-05-27,Light Commercial,VIC,Logistics,174703.0,1,174703
803,2024-05-29,Construction Equipment,NT,,,3,977388
804,2024-05-30,Bus,WA,Agriculture,218557.0,2,437114
805,2024-05-31,Medium Duty Truck,SA,Construction,379220.0,1,379220
806,2024-06-01,Medium Duty Truck,SA,Agriculture,343317.0,3,1029951
807,2024-06-02,Light Commercial,SA,Agriculture,285877.0,3,857631
808,2024-06-03,Light Commercial,VIC,Mining,396749.0,3,1190247
809,2024-06-04,Heavy Duty Truck,WA,Agriculture,436709.0,2,873418
810,2024-06-05,Bus,NSW,Government,391265.0,2,782530
811,2024-06-06,Construction Equipment,NT,Government,383577.0,5,1917885
812,2024-06-07,Medium Duty Truck,NSW,Mining,133309.0,5,666545
813,2024-06-09,Heavy Duty Truck,VIC,Construction,419612.0,3,1258836
814,2024-06-10,Heavy Duty Truck,NT,Construction,419437.0,3,1258311
815,2024-06-11,Medium Duty Truck,SA,Agriculture,448402.0,2,896804
816,2024-06-12,Construction Equipment,QLD,Agriculture,390549.0,5,1952745
817,2024-06-13,Heavy Duty Truck,VIC,Agriculture,133527.0,3,400581
818,2024-06-14,Heavy Duty Truck,VIC,Construction,429371.0,5,2146855
819,2024-06-15,Bus,WA,Logistics,483708.0,5,2418540
820,2024-06-16,Construction Equipment,NSW,Government,314490.0,3,943470
821,2024-06-17,Heavy Duty Truck,VIC,Logistics,229883.0,2,459766
822,2024-06-18,Construction Equipment,VIC,Logistics,183344.0,3,550032
823,2024-06-19,Medium Duty Truck,SA,Construction,245344.0,3,736032
824,2024-06-21,Light Commercial,SA,Logistics,313564.0,5,1567820
825,2024-06-22,Heavy Duty Truck,NT,Mining,137153.0,3,411459
826,2024-06-23,Bus,QLD,Agriculture,198042.0,2,396084
827,2024-06-24,Medium Duty Truck,WA,Mining,144110.0,3,432330
828,2024-06-25,Construction Equipment,QLD,Government,235051.0,2,470102
829,2024-06-26,Medium Duty Truck,NT,Agriculture,331131.0,2,662262
830,2024-06-27,Heavy Duty Truck,SA,Logistics,329173.0,5,1645865
831,2024-06-28,Construction Equipment,NSW,Government,118328.0,1,118328
832,2024-06-29,Light Commercial,SA,Agriculture,202911.0,1,202911
833,2024-06-30,Medium Duty Truck,WA,Logistics,365011.0,5,1825055
834,2024-07-02,Heavy Duty Truck,SA,Mining,149234.0,3,447702
835,2024-07-03,Bus,WA,Agriculture,377995.0,5,1889975
836,2024-07-04,Construction Equipment,WA,Logistics,383423.0,2,766846
837,2024-07-05,Medium Duty Truck,WA,Mining,338503.0,1,338503
838,2024-07-06,Medium Duty Truck,NT,Government,317135.0,5,1585675
839,2024-07-07,Light Commercial,WA,Government,163402.0,3,490206
840,2024-07-08,Light Commercial,WA,Government,367593.0,5,1837965
841,2024-07-09,Bus,NSW,Government,428365.0,1,428365
842,2024-07-10,Bus,QLD,Construction,441224.0,5,2206120
843,2024-07-11,Heavy Duty Truck,VIC,Agriculture,95451.0,5,477255
844,2024-07-13,Heavy Duty Truck,QLD,Agriculture,177178.0,1,177178
845,2024-07-14,Bus,WA,Construction,415905.0,2,831810
846,2024-07-15,Bus,NSW,Logistics,326562.0,2,653124
847,2024-07-16,Construction Equipment,SA,Logistics,391014.0,1,391014
848,2024-07-17,Light Commercial,NSW,Government,448710.0,5,2243550
849,2024-07-18,Heavy Duty Truck,WA,Mining,475893.0,1,475893
850,2024-07-19,Light Commercial,NSW,Logistics,213765.0,2,427530
851,2024-07-20,Light Commercial,NSW,Mining,477025.0,3,1431075
852,2024-07-21,Bus,WA,Agriculture,218389.0,5,1091945
853,2024-07-22,Construction Equipment,NT,Mining,279699.0,2,559398
854,2024-07-23,Medium Duty Truck,NSW,Agriculture,287227.0,5,1436135
855,2024-07-25,Construction Equipment,VIC,Construction,377516.0,1,377516
856,2024-07-26,Construction Equipment,VIC,Construction,355786.0,3,1067358
857,2024-07-27,Light Commercial,NSW,Government,350220.0,1,350220
858,2024-07-28,Construction Equipment,NT,Logistics,386208.0,3,1158624
859,2024-07-29,Heavy Duty Truck,SA,,315898.0,5,1579490
860,2024-07-30,Light Commercial,WA,Agriculture,366266.0,5,1831330
861,2024-07-31,Heavy Duty Truck,VIC,Government,158431.0,1,158431
862,2024-08-01,Medium Duty Truck,SA,Mining,145745.0,3,437235
863,2024-08-02,Light Commercial,NSW,Agriculture,140081.0,3,420243
864,2024-08-03,Medium Duty Truck,SA,Construction,491927.0,5,2459635
865,2024-08-05,Light Commercial,QLD,Logistics,306204.0,1,306204
866,2024-08-06,Bus,VIC,Agriculture,491415.0,3,1474245
867,2024-08-07,Construction Equipment,NSW,Agriculture,166253.0,5,831265
868,2024-08-08,Bus,WA,Mining,388335.0,2,776670
869,2024-08-09,Medium Duty Truck,NT,Logistics,362355.0,1,362355
870,2024-08-10,Construction Equipment,NSW,Construction,201086.0,2,402172
871,2024-08-11,Light Commercial,WA,Agriculture,454115.0,1,454115
872,2024-08-12,Construction Equipment,NT,Agriculture,183783.0,5,918915
873,2024-08-13,Heavy Duty Truck,NT,Mining,215681.0,3,647043
874,2024-08-14,Construction Equipment,NSW,Government,177893.0,3,533679
875,2024-08-15,Heavy Duty Truck,SA,Construction,248763.0,3,746289
876,2024-08-17,Construction Equipment,SA,Logistics,167960.0,1,167960
877,2024-08-18,Heavy Duty Truck,NT,Agriculture,436532.0,5,2182660
878,2024-08-19,Medium Duty Truck,SA,Agriculture,112601.0,2,225202
879,2024-08-20,Bus,QLD,Construction,229227.0,5,1146135
880,2024-08-21,Light Commercial,NT,Government,290191.0,2,580382
881,2024-08-22,Construction Equipment,NT,,257849.0,1,257849
882,2024-08-23,Bus,WA,Construction,371854.0,1,371854
883,2024-08-24,Light Commercial,SA,Mining,460858.0,2,921716
884,2024-08-25,Light Commercial,NT,Government,245604.0,2,491208
885,2024-08-26,Heavy Duty Truck,QLD,Logistics,218727.0,2,437454
886,2024-08-28,Medium Duty Truck,WA,Agriculture,153227.0,5,766135
887,2024-08-29,Medium Duty Truck,NSW,Construction,226039.0,2,452078
888,2024-08-30,Bus,NT,Mining,174289.0,1,174289
889,2024-08-31,Medium Duty Truck,QLD,Logistics,241094.0,1,241094
890,2024-09-01,Construction Equipment,VIC,Construction,295743.0,3,887229
891,2024-09-02,Medium Duty Truck,QLD,Construction,357866.0,2,715732
892,2024-09-03,Bus,QLD,Logistics,248485.0,5,1242425
893,2024-09-04,Medium Duty Truck,WA,Mining,433194.0,5,2165970
894,2024-09-05,Construction Equipment,NSW,Mining,323820.0,5,1619100
895,2024-09-06,Heavy Duty Truck,VIC,Government,326994.0,3,980982
896,2024-09-08,Bus,SA,Agriculture,435740.0,1,435740
897,2024-09-09,Heavy Duty Truck,SA,Logistics,418876.0,5,2094380
898,2024-09-10,Heavy Duty Truck,QLD,Logistics,495513.0,1,495513
899,2024-09-11,Heavy Duty Truck,WA,Logistics,158323.0,3,474969
900,2024-09-12,Light Commercial,WA,Mining,375960.0,2,751920
901,2024-09-13,Light Commercial,SA,Agriculture,130695.0,2,261390
902,2024-09-14,Heavy Duty Truck,VIC,Government,145841.0,2,291682
903,2024-09-15,Bus,NSW,Construction,480642.0,5,2403210
904,2024-09-16,Construction Equipment,VIC,Construction,288784.0,2,577568
905,2024-09-17,Construction Equipment,NT,Logistics,197096.0,5,985480
906,2024-09-18,Medium Duty Truck,NT,Agriculture,182764.0,3,548292
907,2024-09-20,Bus,NSW,Mining,175744.0,3,527232
908,2024-09-21,Light Commercial,SA,Agriculture,380626.0,5,1903130
909,2024-09-22,Heavy Duty Truck,NSW,Agriculture,99171.0,1,99171
910,2024-09-23,Medium Duty Truck,WA,Mining,190755.0,2,381510
911,2024-09-24,Construction Equipment,NT,Logistics,198125.0,2,396250
912,2024-09-25,Light Commercial,QLD,Agriculture,482866.0,2,965732
913,2024-09-26,Light Commercial,QLD,Construction,458226.0,5,2291130
914,2024-09-27,Heavy Duty Truck,SA,Mining,93696.0,3,281088
915,2024-09-28,Construction Equipment,WA,Government,216310.0,2,432620
916,2024-09-29,Bus,VIC,Logistics,241385.0,3,724155
917,2024-10-01,Light Commercial,WA,,371293.0,2,742586
918,2024-10-02,Heavy Duty Truck,QLD,Government,482208.0,2,964416
919,2024-10-03,Bus,QLD,Government,405665.0,5,2028325
920,2024-10-04,Construction Equipment,NT,Agriculture,,1,135740
921,2024-10-05,Light Commercial,WA,Agriculture,196611.0,5,983055
922,2024-10-06,Bus,WA,Agriculture,488172.0,2,976344
923,2024-10-07,Bus,QLD,Mining,338922.0,2,677844
924,2024-10-08,Bus,VIC,Mining,418785.0,1,418785
925,2024-10-09,Light Commercial,SA,Logistics,153811.0,3,461433
926,2024-10-10,Light Commercial,SA,,272385.0,3,817155
927,2024-10-11,Medium Duty Truck,WA,Government,153232.0,2,306464
928,2024-10-13,Construction Equipment,SA,Construction,,3,1102683
929,2024-10-14,Heavy Duty Truck,QLD,Logistics,245801.0,2,491602
930,2024-10-15,Bus,QLD,Mining,202492.0,1,202492
931,2024-10-16,Medium Duty Truck,WA,Logistics,120099.0,1,120099
932,2024-10-17,Heavy Duty Truck,WA,Logistics,319206.0,2,638412
933,2024-10-18,Medium Duty Truck,NT,Logistics,495818.0,1,495818
934,2024-10-19,Light Commercial,WA,Logistics,208474.0,5,1042370
935,2024-10-20,Bus,VIC,Construction,361400.0,5,1807000
936,2024-10-21,Heavy Duty Truck,SA,Agriculture,333588.0,1,333588
937,2024-10-22,Heavy Duty Truck,WA,Government,124681.0,2,249362
938,2024-10-24,Heavy Duty Truck,NSW,Logistics,181328.0,2,362656
939,2024-10-25,Heavy Duty Truck,NT,Logistics,308512.0,1,308512
940,2024-10-26,Heavy Duty Truck,NSW,Logistics,395505.0,3,1186515
941,2024-10-27,Medium Duty Truck,QLD,Agriculture,124540.0,5,622700
942,2024-10-28,Bus,SA,Mining,247608.0,3,742824
943,2024-10-29,Light Commercial,WA,Mining,174700.0,2,349400
944,2024-10-30,Light Commercial,NSW,Construction,430676.0,2,861352
945,2024-10-31,Light Commercial,SA,Mining,277647.0,3,832941
946,2024-11-01,Light Commercial,QLD,Logistics,479770.0,1,479770
947,2024-11-02,Medium Duty Truck,VIC,Logistics,486087.0,3,1458261
948,2024-11-04,Construction Equipment,NT,Logistics,136002.0,3,408006
949,2024-11-05,Bus,SA,Construction,139812.0,5,699060
950,2024-11-06,Heavy Duty Truck,SA,,281051.0,5,1405255
951,2024-11-07,Construction Equipment,VIC,Mining,347906.0,3,1043718
952,2024-11-08,Light Commercial,SA,Agriculture,198946.0,3,596838
953,2024-11-09,Construction Equipment,QLD,Agriculture,156668.0,2,313336
954,2024-11-10,Bus,QLD,Government,189003.0,5,945015
955,2024-11-11,Heavy Duty Truck,VIC,Mining,301142.0,5,1505710
956,2024-11-12,Heavy Duty Truck,NT,Logistics,310462.0,2,620924
957,2024-11-13,Bus,WA,,395142.0,1,395142
958,2024-11-14,Bus,NSW,Mining,284886.0,5,1424430
959,2024-11-16,Light Commercial,WA,Agriculture,194601.0,5,973005
960,2024-11-17,Heavy Duty Truck,SA,Logistics,359956.0,1,359956
961,2024-11-18,Construction Equipment,NSW,Agriculture,151844.0,5,759220
962,2024-11-19,Medium Duty Truck,VIC,Government,291165.0,5,1455825
963,2024-11-20,Medium Duty Truck,VIC,Government,485395.0,1,485395
964,2024-11-21,Bus,NT,Agriculture,264870.0,1,264870
965,2024-11-22,Light Commercial,NSW,Mining,164601.0,3,493803
966,2024-11-23,Medium Duty Truck,QLD,Mining,491491.0,2,982982
967,2024-11-24,Heavy Duty Truck,NSW,Mining,400001.0,2,800002
968,2024-11-25,Bus,SA,Agriculture,477699.0,1,477699
969,2024-11-27,Construction Equipment,QLD,Mining,372844.0,1,372844
970,2024-11-28,Bus,VIC,Logistics,347927.0,5,1739635
971,2024-11-29,Construction Equipment,NSW,,263423.0,3,790269
972,2024-11-30,Bus,WA,Logistics,183330.0,3,549990
973,2024-12-01,Bus,NT,Mining,315391.0,1,315391
974,2024-12-02,Bus,WA,Logistics,303606.0,5,1518030
975,2024-12-03,Construction Equipment,NT,Mining,497085.0,5,2485425
976,2024-12-04,Construction Equipment,SA,Agriculture,281387.0,2,562774
977,2024-12-05,Bus,WA,Logistics,331133.0,2,662266
978,2024-12-06,Medium Duty Truck,NSW,Agriculture,252627.0,5,1263135
979,2024-12-07,Light Commercial,NSW,Agriculture,415497.0,2,830994
980,2024-12-09,Light Commercial,WA,Construction,452916.0,1,452916
981,2024-12-10,Light Commercial,NSW,Mining,268048.0,5,1340240
982,2024-12-11,Construction Equipment,SA,Government,443646.0,2,887292
983,2024-12-12,Construction Equipment,QLD,Mining,466087.0,3,1398261
984,2024-12-13,Medium Duty Truck,SA,Government,461994.0,5,2309970
985,2024-12-14,Light Commercial,NT,Mining,135095.0,5,675475
986,2024-12-15,Light Commercial,SA,Agriculture,235342.0,3,706026
987,2024-12-16,Bus,NT,Logistics,251980.0,1,251980
988,2024-12-17,Construction Equipment,NSW,Logistics,367667.0,3,1103001
989,2024-12-18,Light Commercial,QLD,Construction,152433.0,5,762165
990,2024-12-20,Medium Duty Truck,NSW,Government,109991.0,1,109991
991,2024-12-21,Medium Duty Truck,VIC,Government,362919.0,2,725838
992,2024-12-22,Light Commercial,NSW,Government,,2,874278
993,2024-12-23,Construction Equipment,NT,Agriculture,237745.0,2,475490
994,2024-12-24,Medium Duty Truck,NSW,Government,212808.0,5,1064040
995,2024-12-25,Bus,NSW,Logistics,248128.0,3,744384
996,2024-12-26,Medium Duty Truck,QLD,Agriculture,227686.0,1,227686
997,2024-12-27,Heavy Duty Truck,NSW,Mining,97415.0,2,194830
998,2024-12-28,Heavy Duty Truck,QLD,Government,336038.0,1,336038
999,2024-12-29,Construction Equipment,WA,Government,344205.0,5,1721025
1000,2024-12-31,Light Commercial,VIC,Mining,389188.0,2,778376
